Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1422981960,238,238.01,238,238,2.6552,631.9391,238.0005649
1422982020,238.01,238.01,238,238,2.6335,626.793,238.0075945
1422982080,238,238.01,238,238,5.9875,1425.035,238.0016702
1422982140,238,238,238,238,25.8728,6157.7264,238
1422982200,238,238,238,238,24.83178337,5909.964442,238
1422982260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422982320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422982380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422982440,237.76,237.79,237.76,237.79,0.111,26.39436,237.787027
1422982500,237.79,237.79,237.53,237.55,2.0396,484.5094,237.5511865
1422982560,237.61,237.66,237.44,237.44,2.67501966,635.3592971,237.5157486
1422982620,237.33,237.54,237.33,237.54,0.0941,22.337783,237.3834538
1422982680,237.79,237.8,237.79,237.8,0.02,4.75589,237.7945
1422982740,237.46,237.46,237.45,237.45,0.6759,160.492625,237.4502515
1422982800,237.74,237.8,237.74,237.8,0.062,14.74183,237.7714516
1422982860,237.85,238,237.85,238,3.02,718.757,237.9990066
1422982920,238.09,238.09,238.09,238.09,0.05,11.9045,238.09
1422982980,238.22,238.53,238.22,238.5,10.43066,2487.231582,238.4539025
1422983040,238.56,238.56,238.55,238.55,0.28,66.79411,238.5503929
1422983100,238.58,238.58,238.55,238.55,0.3458,82.49103,238.5512724
1422983160,238.66,238.94,238.66,238.94,4.0667,971.449987,238.8791863
1422983220,238.87,238.9,238.87,238.9,0.025,5.97217,238.8868
1422983280,238.92,238.94,238.92,238.94,0.20272696,48.43605582,238.922617
1422983340,238.98,239,238.98,239,7.105,1698.082632,238.9982593
1422983400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422983460,238.99,239,238.99,239,9.892,2364.18789,238.9999889
1422983520,239.06,239.06,238.99,239,1.47754731,353.1318651,238.9986857
1422983580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422983640,239.07,239.07,239.02,239.02,0.2983,71.300496,239.0227824
1422983700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422983760,239.13,239.13,238.34,238.34,3.4916,834.691771,239.0571002
1422983820,238.96,239.09,238.35,238.36,1.0344,247.0824015,238.8654307
1422983880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422983940,238.36,238.36,238.28,238.28,0.0594,14.156848,238.3307744
1422984000,238.28,238.28,238.28,238.28,0.2460212,58.62193154,238.28
1422984060,238.26,238.26,238.26,238.26,0.011,2.62086,238.26
1422984120,238.26,238.26,238.25,238.25,0.122,29.06672,238.2518033
1422984180,238.09,238.1,238,238,2.106,501.27059,238.0202232
1422984240,237.98,238.38,237.98,238.38,20.5,4881.851341,238.1390898
1422984300,238.25,238.25,238.25,238.25,0.21,50.0325,238.25
1422984360,237.98,238.99,237.98,238.99,24.7753,5912.361769,238.6393613
1422984420,238.09,238.26,238.09,238.25,3.2299,769.510661,238.2459708
1422984480,238.8,239.3,238.8,239,39.889161,9537.391737,239.0973262
1422984540,239.02,239.45,239.02,239.45,2.161,517.310433,239.3847446
1422984600,239.4,239.95,239.37,239.95,24.183,5799.863158,239.8322441
1422984660,239.35,239.95,239.35,239.95,2.152,516.136812,239.840526
1422984720,239.37,239.87,239.37,239.87,28.56,6850.33136,239.8575406
1422984780,239.75,239.99,239.75,239.89,9.109296,2185.851401,239.958324
1422984840,239.88,240.05,239.52,240.05,35.371698,8486.131424,239.9130351
1422984900,239.07,240.12,239.02,239.02,5.971,1432.6866,239.9408139
1422984960,238.99,239.57,238.91,239.57,40.431,9666.189881,239.0786743
1422985020,238.86,239.22,238.86,239.22,7.29,1742.18945,238.9834637
1422985080,239.21,240.02,239.21,240.02,51.79,12416.62765,239.7495201
1422985140,239.31,239.32,239.31,239.32,7.3,1746.979122,239.3122085
1422985200,239.08,240.12,239.08,240.12,53.54,12818.12559,239.4121328
1422985260,239.05,240.11,239.05,240.11,7.26,1738.662999,239.4852616
1422985320,239.09,240.12,239.04,240.12,57.8537,13853.41821,239.4560453
1422985380,239.05,239.63,239.05,239.63,7.5863,1817.766592,239.6117464
1422985440,239.36,240.12,238.82,238.83,54.6529,13106.91153,239.8209707
1422985500,238.83,239.3,238.81,238.83,8.19304,1960.310249,239.2653092
1422985560,238.83,240.12,238.76,238.83,48.5311,11647.74512,240.0057926
1422985620,239.21,240.12,239.21,240.12,18.71,4484.564565,239.6881114
1422985680,239.23,240.12,238.9,239.2,52.2913,12541.68333,239.8426378
1422985740,239.48,240.12,239.48,240.12,20.34,4877.037346,239.7756807
1422985800,239.44,240.95,239.44,239.5,52.97,12737.44051,240.4651787
1422985860,239.5,241,239.26,239.26,31.625849,7601.816178,240.3671812
1422985920,239.36,241.35,239.35,239.36,55.567645,13393.87318,241.0372651
1422985980,239.35,240.57,239.35,240.57,21.369997,5131.727041,240.1370034
1422986040,239.4,241.62,239.36,239.65,56.972688,13735.17116,241.0834321
1422986100,239.63,241.81,239.37,239.51,39.403903,9499.048667,241.0687253
1422986160,239.52,241.96,239.14,239.33,74.835397,18055.98947,241.2760564
1422986220,239.39,241.96,239.32,239.36,39.366094,9483.240458,240.8986896
1422986280,239.37,242.07,239.36,239.36,64.531093,15593.58045,241.6444496
1422986340,239.42,242.1,239.34,239.34,36.700294,8871.917202,241.7396766
1422986400,239.34,242.22,239.34,239.35,73.305643,17686.96929,241.2770499
1422986460,239.86,242.22,239.3,239.32,42.472445,10236.98237,241.0264437
1422986520,239.32,239.71,239.01,239.68,2.861493,684.7133529,239.2853496
1422986580,239.01,239.18,238.95,238.96,7.186592,1718.255501,239.0918396
1422986640,238.96,239.15,238.95,238.96,7.68579,1837.164893,239.0339696
1422986700,238.96,239,238.45,238.45,10.042329,2398.025827,238.7918008
1422986760,238.45,238.47,238.05,238.05,9.0051,2146.091042,238.3195125
1422986820,238.05,238.05,237.86,237.86,13.5035,3213.679364,237.9886225
1422986880,238.18,238.18,237.86,237.86,14.0901,3354.109246,238.0472279
1422986940,237.86,238.1,237.86,238.05,2.3549,560.469593,238.0014408
1422987000,238.1,238.33,237.67,237.67,7.724,1836.058738,237.7082778
1422987060,237.67,237.67,237.5,237.51,2.4418,580.1462351,237.5895794
1422987120,237.51,237.51,237.5,237.5,4.7049,1117.457064,237.5092062
1422987180,237.51,237.51,237.4,237.4,3.52394,836.8604924,237.4786439
1422987240,237.84,238.76,237.84,238.75,6.1993,1478.160549,238.4399124
1422987300,238.75,238.75,238,238,1.9771,471.317815,238.3884553
1422987360,238.5,238.5,237.66,237.66,3.7301,887.5798075,237.9506736
1422987420,238.6,238.61,238,238.04,1.2302,292.896782,238.0887514
1422987480,238.05,239,238.05,239,6.3713,1521.839187,238.8585041
1422987540,239,239,239,239,0.95,227.05,239
1422987600,239.02,239.02,239.02,239.02,0.01,2.3902,239.02
1422987660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422987720,238.91,239,238.91,239,3.5,836.43817,238.9823343
1422987780,238.81,238.95,238.8,238.95,2.7135,648.351232,238.9354089
1422987840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422987900,238.97,238.97,238.82,238.84,2.1167,505.677063,238.8987873
1422987960,238.85,238.85,238.63,238.63,1.01,241.149425,238.7618069
1422988020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422988080,238.64,238.64,238.6,238.6,12.0184,2867.639667,238.6041126
1422988140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422988200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422988260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422988320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422988380,238.65,238.65,238.5,238.5,0.1582,37.74255,238.5749052
1422988440,238.5,238.55,238.5,238.55,0.995,237.313,238.5055276
1422988500,238.5,238.5,238.5,238.5,1.242996,296.454546,238.5
1422988560,238.5,238.5,238,238,3.304215,786.940282,238.1625536
1422988620,238,238,237.42,237.42,5.62422,1337.810861,237.8660261
1422988680,237.42,237.5,237.36,237.5,3.096225,735.2713185,237.4734777
1422988740,237.5,237.52,237.5,237.51,3.394148,806.117604,237.5021961
1422988800,237.51,237.51,237.5,237.5,6.004587,1426.092413,237.5004996
1422988860,237.5,237.5,237.3,237.3,8.26563773,1961.922927,237.3589299
1422988920,237.3,237.31,236.92,236.92,16.703714,3960.141159,237.0814754
1422988980,236.92,236.92,236.1,236.1,7.92339089,1875.032309,236.6451858
1422989040,236.05,236.05,235,235,65.662997,15487.92869,235.8699632
1422989100,235,235,233.92,233.92,33.79925368,7910.380843,234.0401039
1422989160,233.93,233.94,233.88,233.94,6.04839614,1414.616413,233.8828973
1422989220,233.93,233.94,232.76,232.77,34.84003656,8122.231483,233.1292469
1422989280,232.79,232.79,232.04,232.04,29.06404109,6760.830776,232.6184014
1422989340,232.4,232.78,232.04,232.22,20.519269,4765.950118,232.2670519
1422989400,232.22,232.8,232,232.8,22.15820225,5146.801829,232.2752438
1422989460,232.75,233.33,232.75,233.33,9.29438944,2166.599262,233.1082936
1422989520,233.15,233.28,233.15,233.28,2.3167,540.368766,233.2493486
1422989580,233.28,233.29,233.26,233.26,4.1274,962.80313,233.271098
1422989640,233.3,233.33,233.22,233.24,0.9429,219.986654,233.3085736
1422989700,233.06,233.06,233,233,0.749994,174.749852,233.0016667
1422989760,233.24,233.28,233.24,233.25,2.157,503.12061,233.2501669
1422989820,233.15,233.16,233,233.15,8.1,1887.3696,233.0085926
1422989880,233.16,233.16,232.93,232.93,3.538,824.36249,233.0023997
1422989940,232.99,233.5,232.99,233.5,2.907779,677.6111818,233.0339348
1422990000,233.49,233.49,232.5,232.5,10.831,2522.144332,232.8634782
1422990060,232.56,232.56,232.19,232.42,5.4541,1266.734253,232.2535804
1422990120,232.24,232.24,231.56,231.56,12.5066315,2901.303074,231.9811753
1422990180,231.34,231.34,231,231.01,52.36517961,12097.93184,231.030084
1422990240,231.08,231.08,230.5,230.5,40.99207421,9467.864667,230.9681774
1422990300,230.5,230.84,230,230,25.9929,5986.773239,230.3234052
1422990360,230,230,228.64,228.64,21.16631896,4853.804061,229.3173447
1422990420,228.59,228.65,228.44,228.61,12.7993,2926.335914,228.6324966
1422990480,228.61,229.15,228,228.02,8.29210313,1893.532056,228.3536549
1422990540,228.89,228.91,228.01,228.01,6.58454295,1502.029606,228.1144822
1422990600,228.19,228.92,228.18,228.92,9.4908,2169.683117,228.6090864
1422990660,228.79,229.85,228.74,229.79,30.5598,7002.262816,229.1331362
1422990720,229.79,229.96,227.45,229.62,139.1549736,31833.67145,228.7641658
1422990780,229.55,229.87,229.55,229.87,2.9508,677.761606,229.6874088
1422990840,229.63,229.63,229.56,229.56,1.5942,366.059534,229.6195797
1422990900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422990960,229.83,229.83,229.4,229.4,1.4033,322.39041,229.7373406
1422991020,229.71,229.71,228,228,50.092,11455.7348,228.6938993
1422991080,229.09,229.1,229.09,229.1,0.012,2.74909,229.0908333
1422991140,228.77,228.77,228.76,228.77,1.011,231.28636,228.7698912
1422991200,229.02,229.02,228.7,228.7,7.031,1609.1575,228.866093
1422991260,228.5,228.5,228.19,228.27,2.05896874,470.1233948,228.3295446
1422991320,228.27,228.7,228.27,228.62,8.0592,1841.286132,228.4700879
1422991380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422991440,228.59,229,228.59,229,0.74,169.17054,228.6088378
1422991500,228.61,228.76,228.61,228.71,1.5746,360.086537,228.6844513
1422991560,228.7,228.73,227.91,228.59,22.189101,5071.659498,228.5653438
1422991620,228.23,228.23,227.8,227.85,0.451,102.7637,227.8574279
1422991680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422991740,227.78,227.85,227.78,227.85,9.010599,2052.709488,227.8105471
1422991800,227.92,227.92,227.9,227.91,1.3659,311.301669,227.9095607
1422991860,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422991920,228.05,228.99,228.02,228.99,12.0256,2744.683968,228.2367589
1422991980,229,229,228.95,228.98,4.525,1036.22264,228.9994785
1422992040,229,229.18,229,229.18,1.879,430.34231,229.0273071
1422992100,229.44,229.44,229.42,229.44,0.7909,181.463278,229.4389657
1422992160,229.5,229.5,229.43,229.43,0.6585,151.10483,229.4682308
1422992220,229.52,229.52,229.41,229.52,0.3502,80.372774,229.5053512
1422992280,229.6,229.88,229.6,229.87,6.09594267,1400.046022,229.668502
1422992340,229.88,229.88,229.6,229.62,5.6111,1288.483042,229.6310959
1422992400,229.66,229.67,229,229,7.238199,1658.871655,229.18293
1422992460,229.03,229.11,228.57,228.62,17.1963,3937.819123,228.9922322
1422992520,228.9,229,228.84,229,0.401,91.80916,228.9505237
1422992580,228.66,228.66,228.61,228.65,0.2047,46.802423,228.6390962
1422992640,228.65,228.65,228.6,228.61,5.152,1177.75088,228.6007143
1422992700,228.61,228.61,228.6,228.61,3.0322,693.191042,228.609934
1422992760,228.61,228.83,228.6,228.83,5.6096,1282.433936,228.61415
1422992820,228.83,228.83,228.83,228.83,0.02,4.5766,228.83
1422992880,228.72,228.79,228.6,228.6,13.27423886,3034.560765,228.6052554
1422992940,228.6,228.88,228.6,228.88,3.4364,785.79093,228.6668985
1422993000,228.85,229.5,228.85,229.33,1.89026114,433.3556769,229.2570416
1422993060,229.32,229.59,229.27,229.59,6.051,1388.604104,229.4834084
1422993120,229.59,230.1,229.59,229.82,13.812,3176.0632,229.9495511
1422993180,229.73,230.15,229.65,230.15,4.849,1114.940473,229.9320423
1422993240,230.14,230.35,230.14,230.3,0.867,199.674284,230.3048258
1422993300,230.3,230.35,230.3,230.35,0.5536,127.52056,230.3478324
1422993360,230.32,230.35,230.32,230.34,0.2173,50.054485,230.3473769
1422993420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422993480,230.32,230.53,230.32,230.53,0.26674,61.4752522,230.4688168
1422993540,230.35,230.35,230,230,5.647,1299.088378,230.0492966
1422993600,229.99,230,229.99,230,0.86033188,197.8681628,229.9905042
1422993660,229.99,230,229.99,230,0.045,10.3499,229.9977778
1422993720,229.99,229.99,229.99,229.99,0.42172272,96.99200837,229.99
1422993780,229.87,229.9,229.76,229.76,10.0959,2320.933997,229.8887664
1422993840,229.89,229.89,229.64,229.73,1.0565,242.747593,229.765824
1422993900,229.5,229.72,229.5,229.72,4.9282,1131.9569,229.6897244
1422993960,229.5,229.5,229.4,229.4,0.3328,76.3765,229.4966947
1422994020,229.43,229.43,229.43,229.43,0.032,7.34176,229.43
1422994080,229.42,229.45,229.42,229.45,0.111,25.46862,229.447027
1422994140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422994200,229.44,229.45,229.44,229.45,0.051,11.70184,229.4478431
1422994260,229.45,229.45,229.45,229.45,0.042,9.6369,229.45
1422994320,229.44,229.7,229.44,229.7,0.9099,208.782255,229.4562644
1422994380,229.73,229.73,229.72,229.72,0.382,87.75596,229.727644
1422994440,229.72,229.73,229.72,229.73,1.438,330.35014,229.7288873
1422994500,229.85,229.94,229.79,229.85,1.0176,233.901822,229.8563502
1422994560,229.88,230.82,229.65,230.82,36.680999,8454.73809,230.4936703
1422994620,229.73,229.73,229.31,229.31,7.406,1698.99454,229.4078504
1422994680,229.36,229.36,229,229,18.250498,4179.597822,229.0128095
1422994740,229,229.2,229,229,8.331588,1907.971062,229.0044901
1422994800,229.01,229.01,228.41,228.41,5.527684,1264.190811,228.701715
1422994860,228.62,228.64,228,228,18.6281154,4251.285184,228.2187485
1422994920,228,228.01,228,228,1.26104553,287.5213208,228.0023314
1422994980,228,228,228,228,2.154041,491.121348,228
1422995040,228,228,228,228,0.1,22.8,228
1422995100,228.01,228.01,228,228,0.255998,58.36960398,228.0080469
1422995160,228.3,228.3,228.3,228.3,0.01,2.283,228.3
1422995220,228.44,228.5,228.28,228.28,3.4255,782.71349,228.496129
1422995280,228.24,228.24,228.24,228.24,0.01,2.2824,228.24
1422995340,228.35,228.36,228.35,228.36,0.02,4.5671,228.355
1422995400,228.43,228.51,228.43,228.51,0.44462528,101.5867817,228.477296
1422995460,228.51,228.51,228.51,228.51,0.05,11.4255,228.51
1422995520,228.51,228.51,228.51,228.51,0.09195,21.0114945,228.51
1422995580,228.71,228.71,228.71,228.71,0.011,2.51581,228.71
1422995640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422995700,228.55,228.6,228.5,228.6,0.31455,71.877775,228.5098554
1422995760,228.7,228.7,228.7,228.7,0.01,2.287,228.7
1422995820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422995880,228.63,228.7,228.6,228.7,0.14878,34.013978,228.6192902
1422995940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996180,228.74,229,228.74,229,9.90641786,2268.373125,228.9801578
1422996240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996420,229.01,229.01,229,229,2,458.00014,229.00007
1422996480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996540,229,229,229,229,0.91758214,210.1263101,229
1422996600,228.6,228.6,228.51,228.51,0.21949928,50.16258647,228.5318953
1422996660,229.12,229.12,229.12,229.12,0.011,2.52032,229.12
1422996720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996780,229.17,229.99,229.17,229.99,2,459.54177,229.770885
1422996840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422996900,229.5,229.96,229.5,229.96,2.8932,665.228272,229.9282013
1422996960,229.91,229.91,229.9,229.9,0.303,69.65981,229.900363
1422997020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422997080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422997140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422997200,229.97,229.97,229.97,229.97,0.141,32.42577,229.97
1422997260,229.97,229.97,229.97,229.97,0.109,25.06673,229.97
1422997320,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422997380,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422997440,229.97,229.97,229.96,229.96,0.181,41.62342,229.9636464
1422997500,229.91,229.91,229.82,229.82,0.2491676,57.26548783,229.8271839
1422997560,229.46,229.46,229.46,229.46,0.02,4.5892,229.46
1422997620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422997680,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422997740,229.31,229.31,228.82,228.82,14.13,3235.90537,229.0095803
1422997800,228.82,228.82,228.52,228.52,10.424,2383.70758,228.6749405
1422997860,228.51,228.7,228.46,228.46,7.9212,1810.51721,228.5660266
1422997920,228.82,228.82,228.64,228.64,1.1892,272.040672,228.7593946
1422997980,228.66,229,228.66,229,0.8298,189.774452,228.6990263
1422998040,228.97,229.34,228.97,229.08,0.117,26.7999,229.0589744
1422998100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422998160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422998220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422998280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422998340,228.39,228.39,228.39,228.39,0.1,22.839,228.39
1422998400,228,228,228,228,5.7994,1322.2632,228
1422998460,228,228,227.25,227.25,9.529154,2171.429668,227.8722401
1422998520,227.06,227.06,226.5,226.5,27.81362222,6311.386906,226.9171148
1422998580,226.52,229.81,226.02,228.23,75.3443,17125.34585,227.2945113
1422998640,228.28,228.42,228.25,228.25,4.2971,980.892465,228.2684753
1422998700,228.24,228.24,226.23,226.23,17.1332,3894.63609,227.3151595
1422998760,226.8,226.8,226.02,226.02,33.65214264,7614.102768,226.2590781
1422998820,226.02,226.22,226,226.22,20.6794,4673.901132,226.0172506
1422998880,226.04,226.04,225.33,225.33,9.84382124,2222.888797,225.8156404
1422998940,225.32,225.59,225.32,225.59,0.306,68.95373,225.3389869
1422999000,225.62,225.7,225.62,225.69,7.1462,1612.750578,225.6794629
1422999060,225.69,226.47,225.69,226.47,6.5351,1476.791081,225.9783448
1422999120,225.91,226.4,225.91,226.03,12.8137,2899.551317,226.2852507
1422999180,226,226,225.99,226,12,2711.99,225.9991667
1422999240,225.98,226,225.98,225.99,0.5405,122.152307,225.9987179
1422999300,225.99,226,225.95,226,6.925399,1565.092901,225.993174
1422999360,226,226.11,225.95,225.95,3.8617,872.77415,226.0077557
1422999420,226.08,226.62,226.08,226.44,8.27389273,1873.906702,226.4842878
1422999480,226.95,227,226.62,227,27.8229,6313.456048,226.9158157
1422999540,226.99,227.2,226.91,226.91,8.8811,2016.0158,227.0006869
1422999600,227.14,227.15,227.14,227.15,2.022,459.29708,227.1498912
1422999660,227.19,227.2,227.19,227.2,3.73,847.45589,227.1999705
1422999720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422999780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422999840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1422999900,227.4,227.4,227.2,227.2,0.111,25.2392,227.3801802
1422999960,227.19,227.41,227.19,227.41,0.5,113.69978,227.39956
1423000020,227.34,227.53,227.34,227.34,5.84198656,1328.999205,227.4909726
1423000080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1423000140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1423000200,227.5,227.5,227.45,227.45,0.223,50.72238,227.4546188
1423000260,227.4,228,227.4,228,38.011,8662.789108,227.9021627
1423000320,227.42,227.42,227.41,227.41,0.1802,40.979392,227.4106104
1423000380,227.42,227.95,227.41,227.95,6.9985,1594.67431,227.8594427
1423000440,227.82,227.83,227.41,227.41,1.1449,260.791369,227.7852817
1423000500,227.72,227.77,227.57,227.57,1.036,235.96216,227.7627027
1423000560,227.57,227.57,227.5,227.5,1.859799,423.1459345,227.5224014
1423000620,227.51,227.58,227.45,227.45,1.346899,306.4330774,227.5100638
1423000680,227.46,227.65,227.46,227.65,0.099,22.52679,227.5433333
1423000740,227.62,227.76,227.62,227.62,4.310887,981.3495689,227.644466
1423000800,227.62,227.62,227.5,227.5,2.997111,682.1424061,227.5999808
1423000860,227.62,227.71,227.5,227.5,2.700869,614.8613245,227.6531459
1423000920,227.53,227.62,227.48,227.54,5.269531,1199.237502,227.5795516
1423000980,227.58,227.61,227,227.5,47.2944,10737.75728,227.0407761
1423001040,227.02,227.39,227,227.1,5.749998,1306.945066,227.2948731
1423001100,227.11,227.33,227,227,6.894597,1565.641159,227.0823312
1423001160,227,227.1,227,227.1,0.679997,154.377009,227.0260148
1423001220,227.08,227.09,227.08,227.09,4.011,910.85777,227.0899452
1423001280,227.08,227.26,227.08,227.26,0.15,34.08252808,227.2168539
1423001340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1423001400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1423001460,227.1,227.1,227.01,227.01,1.4330542,325.3902085,227.0606433
1423001520,227.01,227.1,227.01,227.1,1.4209338,322.6128918,227.0428726
1423001580,227.09,227.09,227.09,227.09,0.011,2.49799,227.09
1423001640,227.08,227.08,227.08,227.08,0.1619388,36.7730627,227.08
1423001700,227.1,227.39,227.1,227.39,2.97,675.1086558,227.3093117
